Date,BIRD,BLNK,BROS,CMCSA,CVX,DIS,DLR,ET,HD,IBM,INTC,LI,NIO,NVDA,ORCL,PLD,PYPL,TSLA,VZ,WKHS
2021-11-04,-10.176527133338787,-2.141985178710626,2.8474481261945517,-0.4154886072392783,0.4424387138735497,0.11758992596957452,-1.4763383835272093,-4.648768065625397,0.8699871112714197,-0.5670609613602551,-0.1587577244024696,3.2299742557212463,3.9036118840596767,12.042257860100358,-0.5408260678196442,0.14900184882997713,-0.9375829569966854,1.3222323020621207,-2.058934984629879,0.0
2021-11-05,0.3082848607091737,-1.688552269882082,-2.4817038448712414,2.218854530247838,1.0836011843809779,3.1418875627605924,-0.44185606123526844,0.7584035966438973,-1.0156372867119012,2.28382471748354,1.2124762055326421,-3.0037519148085945,-1.9248563008281705,-0.16443097073769453,-0.7110742703189565,-0.7979933149021234,-1.0691448726470765,-0.6358244214659803,0.7521759225130209,-9.27977311532584
2021-11-08,-5.647334544471594,24.268444755595176,-0.2647841957739816,-0.7606675988965583,0.3573328130929365,0.706024141605166,0.37949207773728677,0.5376364484882101,0.05157503923836071,0.7523665565760895,1.2372370203647343,1.129033488612019,2.151808530886057,3.535903441689947,0.20010789627493697,0.940762737640366,1.6121885947951498,-4.840071195115225,0.17228206297126292,5.1908345931297895
2021-11-09,-11.441366152466903,-10.417199197888372,-4.749264123550279,0.4860690098610787,0.7381662725641114,-0.9950780547428817,0.6984469786893266,0.10694411550331573,0.5588859109201927,-2.9629054233820784,-0.6789495233774367,-4.370018572769063,-5.925929000184638,-0.4772111348934627,-0.5780986496597085,0.2566283549857662,-10.461163016105669,-11.990296011128176,-0.17198576235187835,-3.6284470949854764
2021-11-10,-5.195398440306209,-6.1999947684151735,-3.5305087168606253,0.7813919422238413,-1.5948262707940475,-0.37690803484033975,-1.9344533275230558,-2.9914502483068484,-0.5584803340902944,-0.5213051397372381,-0.8593797555658256,-1.1340899192106124,-2.682087029916458,-3.9077570212726176,-0.803461820762863,0.21556573310697047,-0.3797092718574424,4.342936118404972,0.6891209496317607,0.0
2021-11-11,3.0067842223609587,8.163254160843337,5.939006112761591,-0.9414774575819962,0.008762274285389893,-7.073658099032121,-0.2855119328165734,0.9911911161245568,-0.2577409854202295,0.041586609429078436,-0.4531118003184731,3.3738192327670724,6.700383254105624,3.1603237293622577,0.22380803620869472,0.09410458131871025,-1.275410778995334,-0.41574433346600603,-0.2851667595683227,6.927711557175686
2021-11-12,-0.42372953652415335,12.672487222482376,-5.969694888953003,-0.2981734026594962,0.06131717990427443,-1.5298227858872138,1.724480501626613,-0.43620459673097134,1.360063088863983,-1.089213931286226,-0.43537979679507677,-0.7832890858321839,1.1137379087884147,0.0,-0.5316886379543195,-0.06715875431885232,3.1035016137927363,-2.8293072508968398,-0.2097247068665209,0.985917923966495
2021-11-15,-0.5200884396544203,17.09572716704322,0.8056719125616896,-0.22429706894349088,2.267352063185779,-0.7517460191222791,3.121794649038101,1.7524627098201018,-0.4159671229466144,-0.07565260472700563,0.01987342727147734,-1.8092080393491083,-4.921487143745528,-1.2010509936790759,0.5131448822333518,0.9340766161232805,2.035520966037363,-1.9382272885288598,0.1146377017884781,0.13946655422976129
2021-11-16,9.458173405541825,-4.674490283961674,-3.2289009165944127,-0.4870778026000666,0.39376740769931917,0.25248322525144307,0.31638323528551116,-0.5382151877306396,5.726528179622448,-0.3449176854007918,0.576313428629005,9.748736693048565,0.246483793131147,0.5928388940205975,1.6911338269042675,-0.48601580717115844,1.4726663130165463,4.0793737083203885,-0.6488552341357701,-1.3927563652283204
2021-11-17,6.990875618759862,3.2915387947282104,-6.078626114179542,1.148344545589608,-1.58594869518357,-0.9444059577582431,1.484134436238671,-2.813855360630302,0.6423214175564462,-0.3376680136504717,-0.7508418564166397,-1.770445806085974,-2.4588149619430677,-3.1188999323931044,-0.29285511715242407,0.6088202680654797,-4.358507894603347,3.250123721868614,-0.6338874805024375,-4.237284140261243
